track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Fairyhouse Racing Results | 9th June 2023 17:55,N/A,17:55,Good (Good To Firm In Places),6f,Baalbec Beauty (IRE),C. D. Hayes,0,Miss Hilary McLoughlin,8th,Neck,5,8-7ht,69,True,59,21
Fairyhouse Racing Results | 9th June 2023 17:55,N/A,17:55,Good (Good To Firm In Places),6f,Ampeson,W. M. Lordan,0,P. J. McKenna,7th,Neck,6,9-4p,80,True,59,21
Fairyhouse Racing Results | 9th June 2023 17:55,N/A,17:55,Good (Good To Firm In Places),6f,Half Nutz (IRE),Adam Caffrey,7,Adrian McGuinness,6th,2 1/4 l,6,9-0,76,True,59,21
Fairyhouse Racing Results | 9th June 2023 17:55,N/A,17:55,Good (Good To Firm In Places),6f,Hypernova (IRE),M. W. Hassett,10,Joseph Patrick O'Brien,5th,2 1/2 l,4,8-11b1,73,True,59,21
Fairyhouse Racing Results | 9th June 2023 17:55,N/A,17:55,Good (Good To Firm In Places),6f,Secret Road (IRE),C. T. Keane,0,Gerard Keane,4th,3/4 l,5,8-11,73,True,59,21
Fairyhouse Racing Results | 9th June 2023 17:55,N/A,17:55,Good (Good To Firm In Places),6f,Dream Today (IRE),C. J. MacRedmond,5,Adrian McGuinness,3rd,6 l,8,9-8tp,84,True,59,21
Fairyhouse Racing Results | 9th June 2023 17:55,N/A,17:55,Good (Good To Firm In Places),6f,Master Matt,William James Lee,0,M. Halford & T. Collins,2nd,3/4 l,7,9-7t,83,True,59,21
Fairyhouse Racing Results | 9th June 2023 17:55,N/A,17:55,Good (Good To Firm In Places),6f,Warrior Brave,G. F. Carroll,0,Ross O'Sullivan,1st,N/A,5,10-1b,91,True,59,21
Fairyhouse Racing Results | 9th June 2023 17:55,N/A,17:55,Good (Good To Firm In Places),6f,Baalbec Beauty (IRE),C. D. Hayes,0,Miss Hilary McLoughlin,8th,Neck,5,8-7ht,69,True,59,21
Fairyhouse Racing Results | 9th June 2023 17:55,N/A,17:55,Good (Good To Firm In Places),6f,Ampeson,W. M. Lordan,0,P. J. McKenna,7th,Neck,6,9-4p,80,True,59,21
Fairyhouse Racing Results | 9th June 2023 17:55,N/A,17:55,Good (Good To Firm In Places),6f,Half Nutz (IRE),Adam Caffrey,7,Adrian McGuinness,6th,2 1/4 l,6,9-0,76,True,59,21
Fairyhouse Racing Results | 9th June 2023 17:55,N/A,17:55,Good (Good To Firm In Places),6f,Hypernova (IRE),M. W. Hassett,10,Joseph Patrick O'Brien,5th,2 1/2 l,4,8-11b1,73,True,59,21
Fairyhouse Racing Results | 9th June 2023 17:55,N/A,17:55,Good (Good To Firm In Places),6f,Secret Road (IRE),C. T. Keane,0,Gerard Keane,4th,3/4 l,5,8-11,73,True,59,21
Fairyhouse Racing Results | 9th June 2023 17:55,N/A,17:55,Good (Good To Firm In Places),6f,Dream Today (IRE),C. J. MacRedmond,5,Adrian McGuinness,3rd,6 l,8,9-8tp,84,True,59,21
Fairyhouse Racing Results | 9th June 2023 17:55,N/A,17:55,Good (Good To Firm In Places),6f,Master Matt,William James Lee,0,M. Halford & T. Collins,2nd,3/4 l,7,9-7t,83,True,59,21
Fairyhouse Racing Results | 9th June 2023 17:55,N/A,17:55,Good (Good To Firm In Places),6f,Warrior Brave,G. F. Carroll,0,Ross O'Sullivan,1st,N/A,5,10-1b,91,True,59,21
Fairyhouse Racing Results | 9th June 2023 18:30,N/A,18:30,Good (Good To Firm In Places),7f,Lough Alina (IRE),S. P. Bird,10,M. M. Rice,14th,2 3/4 l,6,9-13h1,-,True,59,22
Fairyhouse Racing Results | 9th June 2023 18:30,N/A,18:30,Good (Good To Firm In Places),7f,Annorah (IRE),Siobhan Rutledge,5,Ms Claire O'Connell,13th,9 1/2 l,3,9-3p,-,True,59,22
Fairyhouse Racing Results | 9th June 2023 18:30,N/A,18:30,Good (Good To Firm In Places),7f,Capernoity (IRE),D. W. O'Connor,0,J. F. Levins,12th,6 l,3,9-8,-,True,59,22
Fairyhouse Racing Results | 9th June 2023 18:30,N/A,18:30,Good (Good To Firm In Places),7f,Mary Makebelieve (IRE),W. M. Lordan,0,N. Stokes,11th,Neck,3,9-3,-,True,59,22
Fairyhouse Racing Results | 9th June 2023 18:30,N/A,18:30,Good (Good To Firm In Places),7f,Kraken Diamond (IRE),Cillian McConnell,7,John McConnell,10th,Short Head,3,9-8,-,True,59,22
Fairyhouse Racing Results | 9th June 2023 18:30,N/A,18:30,Good (Good To Firm In Places),7f,Local Girl (IRE),William James Lee,0,K. J. Condon,9th,1 3/4 l,3,9-3,-,True,59,22
Fairyhouse Racing Results | 9th June 2023 18:30,N/A,18:30,Good (Good To Firm In Places),7f,Yellow Knife (IRE),D. B. McMonagle,0,Luke Comer,8th,1/2 l,3,9-8t1,-,True,59,22
Fairyhouse Racing Results | 9th June 2023 18:30,N/A,18:30,Good (Good To Firm In Places),7f,Cannes Do (IRE),S. D. Bowen,7,Philip Michael Byrne,7th,1/2 l,4,9-13,-,True,59,22
Fairyhouse Racing Results | 9th June 2023 18:30,N/A,18:30,Good (Good To Firm In Places),7f,Banana Three (IRE),C. T. Keane,0,G. M. Lyons,5th,Dead Heat,3,9-8,-,True,59,22
Fairyhouse Racing Results | 9th June 2023 18:30,N/A,18:30,Good (Good To Firm In Places),7f,Awesome Spirit (IRE),L. F. Roche,0,M. D. O'Callaghan,5th,Short Head,3,9-8t,-,True,59,22
Fairyhouse Racing Results | 9th June 2023 18:30,N/A,18:30,Good (Good To Firm In Places),7f,Roman Palace (IRE),N. M. Crosse,0,Luke Comer,4th,3/4 l,4,9-13,-,True,59,22
Fairyhouse Racing Results | 9th June 2023 18:30,N/A,18:30,Good (Good To Firm In Places),7f,Paradise Perfect (USA),K. W. de Oliveira,10,W. P. Browne,3rd,2 1/4 l,3,9-8,-,True,59,22
Fairyhouse Racing Results | 9th June 2023 18:30,N/A,18:30,Good (Good To Firm In Places),7f,The Franchise (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,2nd,1 3/4 l,3,9-8p1,-,True,59,22
Fairyhouse Racing Results | 9th June 2023 18:30,N/A,18:30,Good (Good To Firm In Places),7f,Hero Blues,G. F. Carroll,0,G. M. Lyons,1st,N/A,3,9-8,-,True,59,22
Fairyhouse Racing Results | 9th June 2023 18:30,N/A,18:30,Good (Good To Firm In Places),7f,Lough Alina (IRE),S. P. Bird,10,M. M. Rice,14th,2 3/4 l,6,9-13h1,-,True,59,22
Fairyhouse Racing Results | 9th June 2023 18:30,N/A,18:30,Good (Good To Firm In Places),7f,Annorah (IRE),Siobhan Rutledge,5,Ms Claire O'Connell,13th,9 1/2 l,3,9-3p,-,True,59,22
Fairyhouse Racing Results | 9th June 2023 18:30,N/A,18:30,Good (Good To Firm In Places),7f,Capernoity (IRE),D. W. O'Connor,0,J. F. Levins,12th,6 l,3,9-8,-,True,59,22
Fairyhouse Racing Results | 9th June 2023 18:30,N/A,18:30,Good (Good To Firm In Places),7f,Mary Makebelieve (IRE),W. M. Lordan,0,N. Stokes,11th,Neck,3,9-3,-,True,59,22
Fairyhouse Racing Results | 9th June 2023 18:30,N/A,18:30,Good (Good To Firm In Places),7f,Kraken Diamond (IRE),Cillian McConnell,7,John McConnell,10th,Short Head,3,9-8,-,True,59,22
Fairyhouse Racing Results | 9th June 2023 18:30,N/A,18:30,Good (Good To Firm In Places),7f,Local Girl (IRE),William James Lee,0,K. J. Condon,9th,1 3/4 l,3,9-3,-,True,59,22
Fairyhouse Racing Results | 9th June 2023 18:30,N/A,18:30,Good (Good To Firm In Places),7f,Yellow Knife (IRE),D. B. McMonagle,0,Luke Comer,8th,1/2 l,3,9-8t1,-,True,59,22
Fairyhouse Racing Results | 9th June 2023 18:30,N/A,18:30,Good (Good To Firm In Places),7f,Cannes Do (IRE),S. D. Bowen,7,Philip Michael Byrne,7th,1/2 l,4,9-13,-,True,59,22
Fairyhouse Racing Results | 9th June 2023 18:30,N/A,18:30,Good (Good To Firm In Places),7f,Banana Three (IRE),C. T. Keane,0,G. M. Lyons,5th,Dead Heat,3,9-8,-,True,59,22
Fairyhouse Racing Results | 9th June 2023 18:30,N/A,18:30,Good (Good To Firm In Places),7f,Awesome Spirit (IRE),L. F. Roche,0,M. D. O'Callaghan,5th,Short Head,3,9-8t,-,True,59,22
Fairyhouse Racing Results | 9th June 2023 18:30,N/A,18:30,Good (Good To Firm In Places),7f,Roman Palace (IRE),N. M. Crosse,0,Luke Comer,4th,3/4 l,4,9-13,-,True,59,22
Fairyhouse Racing Results | 9th June 2023 18:30,N/A,18:30,Good (Good To Firm In Places),7f,Paradise Perfect (USA),K. W. de Oliveira,10,W. P. Browne,3rd,2 1/4 l,3,9-8,-,True,59,22
Fairyhouse Racing Results | 9th June 2023 18:30,N/A,18:30,Good (Good To Firm In Places),7f,The Franchise (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,2nd,1 3/4 l,3,9-8p1,-,True,59,22
Fairyhouse Racing Results | 9th June 2023 18:30,N/A,18:30,Good (Good To Firm In Places),7f,Hero Blues,G. F. Carroll,0,G. M. Lyons,1st,N/A,3,9-8,-,True,59,22
Fairyhouse Racing Results | 9th June 2023 19:05,N/A,19:05,Good (Good To Firm In Places),1m 4f,Highland Train (IRE),N. M. Crosse,0,Luke Comer,8th,18 l,3,9-8,-,True,59,23
Fairyhouse Racing Results | 9th June 2023 19:05,N/A,19:05,Good (Good To Firm In Places),1m 4f,Sullivan Bay (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,7th,2 3/4 l,3,9-8tp1,-,True,59,23
Fairyhouse Racing Results | 9th June 2023 19:05,N/A,19:05,Good (Good To Firm In Places),1m 4f,Van Demon (IRE),C. T. Keane,0,Noel Meade,6th,3 1/4 l,3,9-8,-,True,59,23
Fairyhouse Racing Results | 9th June 2023 19:05,N/A,19:05,Good (Good To Firm In Places),1m 4f,Votre Homme (IRE),C. D. Hayes,0,D. K. Weld,5th,Short Head,3,9-8p1,-,True,59,23
Fairyhouse Racing Results | 9th June 2023 19:05,N/A,19:05,Good (Good To Firm In Places),1m 4f,Queen Lioness,S. B. Kelly,0,John Patrick Murtagh,4th,1 3/4 l,3,9-3,-,True,59,23
Fairyhouse Racing Results | 9th June 2023 19:05,N/A,19:05,Good (Good To Firm In Places),1m 4f,Ikigai Star (IRE),M. P. Sheehy,0,Joseph Patrick O'Brien,3rd,2 3/4 l,3,9-8t,-,True,59,23
Fairyhouse Racing Results | 9th June 2023 19:05,N/A,19:05,Good (Good To Firm In Places),1m 4f,Esquiline (FR),Ben Martin Coen,0,John Patrick Murtagh,2nd,Head,3,9-3,-,True,59,23
Fairyhouse Racing Results | 9th June 2023 19:05,N/A,19:05,Good (Good To Firm In Places),1m 4f,St Vincents Garden (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,1st,N/A,3,9-8,-,True,59,23
Fairyhouse Racing Results | 9th June 2023 19:05,N/A,19:05,Good (Good To Firm In Places),1m 4f,Highland Train (IRE),N. M. Crosse,0,Luke Comer,8th,18 l,3,9-8,-,True,59,23
Fairyhouse Racing Results | 9th June 2023 19:05,N/A,19:05,Good (Good To Firm In Places),1m 4f,Sullivan Bay (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,7th,2 3/4 l,3,9-8tp1,-,True,59,23
Fairyhouse Racing Results | 9th June 2023 19:05,N/A,19:05,Good (Good To Firm In Places),1m 4f,Van Demon (IRE),C. T. Keane,0,Noel Meade,6th,3 1/4 l,3,9-8,-,True,59,23
Fairyhouse Racing Results | 9th June 2023 19:05,N/A,19:05,Good (Good To Firm In Places),1m 4f,Votre Homme (IRE),C. D. Hayes,0,D. K. Weld,5th,Short Head,3,9-8p1,-,True,59,23
Fairyhouse Racing Results | 9th June 2023 19:05,N/A,19:05,Good (Good To Firm In Places),1m 4f,Queen Lioness,S. B. Kelly,0,John Patrick Murtagh,4th,1 3/4 l,3,9-3,-,True,59,23
Fairyhouse Racing Results | 9th June 2023 19:05,N/A,19:05,Good (Good To Firm In Places),1m 4f,Ikigai Star (IRE),M. P. Sheehy,0,Joseph Patrick O'Brien,3rd,2 3/4 l,3,9-8t,-,True,59,23
Fairyhouse Racing Results | 9th June 2023 19:05,N/A,19:05,Good (Good To Firm In Places),1m 4f,Esquiline (FR),Ben Martin Coen,0,John Patrick Murtagh,2nd,Head,3,9-3,-,True,59,23
Fairyhouse Racing Results | 9th June 2023 19:05,N/A,19:05,Good (Good To Firm In Places),1m 4f,St Vincents Garden (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,1st,N/A,3,9-8,-,True,59,23
Fairyhouse Racing Results | 9th June 2023 19:40,N/A,19:40,Good (Good To Firm In Places),1m 4f,A Moment Like This (USA),G. M. Ryan,0,Donnacha Aidan O'Brien,6th,20 l,3,9-12tb1,78,True,59,24
Fairyhouse Racing Results | 9th June 2023 19:40,N/A,19:40,Good (Good To Firm In Places),1m 4f,Giselles Defence (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,5th,2 1/2 l,3,9-10p1,76,True,59,24
Fairyhouse Racing Results | 9th June 2023 19:40,N/A,19:40,Good (Good To Firm In Places),1m 4f,Blazing Sunset,C. D. Hayes,0,D. K. Weld,4th,1 1/4 l,3,10-0,80,True,59,24
Fairyhouse Racing Results | 9th June 2023 19:40,N/A,19:40,Good (Good To Firm In Places),1m 4f,Rauzan (IRE),Ben Martin Coen,0,M. Halford & T. Collins,3rd,1 3/4 l,3,9-5p,71,True,59,24
Fairyhouse Racing Results | 9th June 2023 19:40,N/A,19:40,Good (Good To Firm In Places),1m 4f,Union Flag (IRE),C. T. Keane,0,Noel Meade,2nd,2 l,3,8-13t,65,True,59,24
Fairyhouse Racing Results | 9th June 2023 19:40,N/A,19:40,Good (Good To Firm In Places),1m 4f,Dubawi Spectre,S. McCullagh,3,Mrs J. Harrington,1st,N/A,3,9-12v,78,True,59,24
Fairyhouse Racing Results | 9th June 2023 19:40,N/A,19:40,Good (Good To Firm In Places),1m 4f,A Moment Like This (USA),G. M. Ryan,0,Donnacha Aidan O'Brien,6th,20 l,3,9-12tb1,78,True,59,24
Fairyhouse Racing Results | 9th June 2023 19:40,N/A,19:40,Good (Good To Firm In Places),1m 4f,Giselles Defence (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,5th,2 1/2 l,3,9-10p1,76,True,59,24
Fairyhouse Racing Results | 9th June 2023 19:40,N/A,19:40,Good (Good To Firm In Places),1m 4f,Blazing Sunset,C. D. Hayes,0,D. K. Weld,4th,1 1/4 l,3,10-0,80,True,59,24
Fairyhouse Racing Results | 9th June 2023 19:40,N/A,19:40,Good (Good To Firm In Places),1m 4f,Rauzan (IRE),Ben Martin Coen,0,M. Halford & T. Collins,3rd,1 3/4 l,3,9-5p,71,True,59,24
Fairyhouse Racing Results | 9th June 2023 19:40,N/A,19:40,Good (Good To Firm In Places),1m 4f,Union Flag (IRE),C. T. Keane,0,Noel Meade,2nd,2 l,3,8-13t,65,True,59,24
Fairyhouse Racing Results | 9th June 2023 19:40,N/A,19:40,Good (Good To Firm In Places),1m 4f,Dubawi Spectre,S. McCullagh,3,Mrs J. Harrington,1st,N/A,3,9-12v,78,True,59,24
Fairyhouse Racing Results | 9th June 2023 20:15,N/A,20:15,Good (Good To Firm In Places),1m 4f,Easky Maid (IRE),K. J. Leonard,0,Edward P. Mitchell,15th,12 l,4,8-13p,47,True,59,25
Fairyhouse Racing Results | 9th June 2023 20:15,N/A,20:15,Good (Good To Firm In Places),1m 4f,Winterscape,C. D. Hayes,0,Paul Nolan,14th,29 l,4,9-2tb1,50,True,59,25
Fairyhouse Racing Results | 9th June 2023 20:15,N/A,20:15,Good (Good To Firm In Places),1m 4f,Bobbys Angel,Declan McDonogh,0,Luke Comer,13th,8 1/2 l,5,8-13,47,True,59,25
Fairyhouse Racing Results | 9th June 2023 20:15,N/A,20:15,Good (Good To Firm In Places),1m 4f,King of the Kippax (IRE),D. B. McMonagle,0,Leanne Breen,12th,3 3/4 l,4,9-9,57,True,59,25
Fairyhouse Racing Results | 9th June 2023 20:15,N/A,20:15,Good (Good To Firm In Places),1m 4f,Hot Lady (IRE),N. M. Crosse,0,Luke Comer,11th,2 1/4 l,5,9-2,50,True,59,25
Fairyhouse Racing Results | 9th June 2023 20:15,N/A,20:15,Good (Good To Firm In Places),1m 4f,Not Just Any Eagle (IRE),William James Lee,0,Patrick J. Flynn,10th,1 l,4,9-12,60,True,59,25
Fairyhouse Racing Results | 9th June 2023 20:15,N/A,20:15,Good (Good To Firm In Places),1m 4f,On the Money (IRE),R. P. Cleary,0,J. S. Bolger,9th,1 1/2 l,3,8-12,61,True,59,25
Fairyhouse Racing Results | 9th June 2023 20:15,N/A,20:15,Good (Good To Firm In Places),1m 4f,Chutzpal (IRE),A. C. Persse,7,Eoin Doyle,8th,2 1/4 l,4,10-2b,64,True,59,25
Fairyhouse Racing Results | 9th June 2023 20:15,N/A,20:15,Good (Good To Firm In Places),1m 4f,Miss Upbeat (IRE),Siobhan Rutledge,5,John McConnell,7th,2 l,4,8-13tp1,47,True,59,25
Fairyhouse Racing Results | 9th June 2023 20:15,N/A,20:15,Good (Good To Firm In Places),1m 4f,Scalor (FR),C. Stone-Walsh,7,Miss Elizabeth Doyle,6th,Head,8,9-5ht,53,True,59,25
Fairyhouse Racing Results | 9th June 2023 20:15,N/A,20:15,Good (Good To Firm In Places),1m 4f,Virtual Hug (IRE),G. M. Ryan,0,Conor O'Dwyer,5th,2 1/2 l,5,9-4tp,52,True,59,25
Fairyhouse Racing Results | 9th June 2023 20:15,N/A,20:15,Good (Good To Firm In Places),1m 4f,Enquire Within (IRE),D. E. Sheehy,3,F. G. Hand,4th,Neck,7,8-13t,47,True,59,25
Fairyhouse Racing Results | 9th June 2023 20:15,N/A,20:15,Good (Good To Firm In Places),1m 4f,Romann (IRE),C. T. Keane,0,J. F. Levins,3rd,1 1/2 l,6,8-13v,47,True,59,25
Fairyhouse Racing Results | 9th June 2023 20:15,N/A,20:15,Good (Good To Firm In Places),1m 4f,Celtic Revival (IRE),J. J. G. Ryan,7,Edward Lynam,2nd,5 1/2 l,4,10-2,64,True,59,25
Fairyhouse Racing Results | 9th June 2023 20:15,N/A,20:15,Good (Good To Firm In Places),1m 4f,Out On Friday (IRE),S. D. Bowen,7,Philip Michael Byrne,1st,N/A,7,8-13,47,True,59,25
Fairyhouse Racing Results | 9th June 2023 20:15,N/A,20:15,Good (Good To Firm In Places),1m 4f,Easky Maid (IRE),K. J. Leonard,0,Edward P. Mitchell,15th,12 l,4,8-13p,47,True,59,25
Fairyhouse Racing Results | 9th June 2023 20:15,N/A,20:15,Good (Good To Firm In Places),1m 4f,Winterscape,C. D. Hayes,0,Paul Nolan,14th,29 l,4,9-2tb1,50,True,59,25
Fairyhouse Racing Results | 9th June 2023 20:15,N/A,20:15,Good (Good To Firm In Places),1m 4f,Bobbys Angel,Declan McDonogh,0,Luke Comer,13th,8 1/2 l,5,8-13,47,True,59,25
Fairyhouse Racing Results | 9th June 2023 20:15,N/A,20:15,Good (Good To Firm In Places),1m 4f,King of the Kippax (IRE),D. B. McMonagle,0,Leanne Breen,12th,3 3/4 l,4,9-9,57,True,59,25
Fairyhouse Racing Results | 9th June 2023 20:15,N/A,20:15,Good (Good To Firm In Places),1m 4f,Hot Lady (IRE),N. M. Crosse,0,Luke Comer,11th,2 1/4 l,5,9-2,50,True,59,25
Fairyhouse Racing Results | 9th June 2023 20:15,N/A,20:15,Good (Good To Firm In Places),1m 4f,Not Just Any Eagle (IRE),William James Lee,0,Patrick J. Flynn,10th,1 l,4,9-12,60,True,59,25
Fairyhouse Racing Results | 9th June 2023 20:15,N/A,20:15,Good (Good To Firm In Places),1m 4f,On the Money (IRE),R. P. Cleary,0,J. S. Bolger,9th,1 1/2 l,3,8-12,61,True,59,25
Fairyhouse Racing Results | 9th June 2023 20:15,N/A,20:15,Good (Good To Firm In Places),1m 4f,Chutzpal (IRE),A. C. Persse,7,Eoin Doyle,8th,2 1/4 l,4,10-2b,64,True,59,25
Fairyhouse Racing Results | 9th June 2023 20:15,N/A,20:15,Good (Good To Firm In Places),1m 4f,Miss Upbeat (IRE),Siobhan Rutledge,5,John McConnell,7th,2 l,4,8-13tp1,47,True,59,25
Fairyhouse Racing Results | 9th June 2023 20:15,N/A,20:15,Good (Good To Firm In Places),1m 4f,Scalor (FR),C. Stone-Walsh,7,Miss Elizabeth Doyle,6th,Head,8,9-5ht,53,True,59,25
Fairyhouse Racing Results | 9th June 2023 20:15,N/A,20:15,Good (Good To Firm In Places),1m 4f,Virtual Hug (IRE),G. M. Ryan,0,Conor O'Dwyer,5th,2 1/2 l,5,9-4tp,52,True,59,25
Fairyhouse Racing Results | 9th June 2023 20:15,N/A,20:15,Good (Good To Firm In Places),1m 4f,Enquire Within (IRE),D. E. Sheehy,3,F. G. Hand,4th,Neck,7,8-13t,47,True,59,25
Fairyhouse Racing Results | 9th June 2023 20:15,N/A,20:15,Good (Good To Firm In Places),1m 4f,Romann (IRE),C. T. Keane,0,J. F. Levins,3rd,1 1/2 l,6,8-13v,47,True,59,25
Fairyhouse Racing Results | 9th June 2023 20:15,N/A,20:15,Good (Good To Firm In Places),1m 4f,Celtic Revival (IRE),J. J. G. Ryan,7,Edward Lynam,2nd,5 1/2 l,4,10-2,64,True,59,25
Fairyhouse Racing Results | 9th June 2023 20:15,N/A,20:15,Good (Good To Firm In Places),1m 4f,Out On Friday (IRE),S. D. Bowen,7,Philip Michael Byrne,1st,N/A,7,8-13,47,True,59,25
Clonmel Racing Results | 9th June 2023 17:40,N/A,17:40,Good,2m 67y,Landue,A. M. McCurtin,0,Eamon Courtney,7th,33 l,8,11-12,-,True,59,26
Clonmel Racing Results | 9th June 2023 17:40,N/A,17:40,Good,2m 67y,The Priests Leap (IRE),D. J. Gilligan,7,Gordon Elliott,6th,12 l,9,11-12tp,-,True,59,26
Clonmel Racing Results | 9th June 2023 17:40,N/A,17:40,Good,2m 67y,Top Speed (IRE),H. Morgan,0,Henry de Bromhead,5th,19 l,6,11-12,-,True,59,26
Clonmel Racing Results | 9th June 2023 17:40,N/A,17:40,Good,2m 67y,Darkened (IRE),Philip Donovan,5,Denis Hogan,4th,3 l,7,11-12t,-,True,59,26
Clonmel Racing Results | 9th June 2023 17:40,N/A,17:40,Good,2m 67y,Bonarc (IRE),Liam Quinlan,5,John Patrick Ryan,3rd,6 l,9,11-5,-,True,59,26
Clonmel Racing Results | 9th June 2023 17:40,N/A,17:40,Good,2m 67y,Takarengo (IRE),Jack Foley,0,Thomas Mullins,2nd,4 1/4 l,7,11-12p,-,True,59,26
Clonmel Racing Results | 9th June 2023 17:40,N/A,17:40,Good,2m 67y,Desert Friend (IRE),D. King,5,Denis Hogan,1st,N/A,7,11-12,-,True,59,26
Clonmel Racing Results | 9th June 2023 17:40,N/A,17:40,Good,2m 67y,Landue,A. M. McCurtin,0,Eamon Courtney,7th,33 l,8,11-12,-,True,59,26
Clonmel Racing Results | 9th June 2023 17:40,N/A,17:40,Good,2m 67y,The Priests Leap (IRE),D. J. Gilligan,7,Gordon Elliott,6th,12 l,9,11-12tp,-,True,59,26
Clonmel Racing Results | 9th June 2023 17:40,N/A,17:40,Good,2m 67y,Top Speed (IRE),H. Morgan,0,Henry de Bromhead,5th,19 l,6,11-12,-,True,59,26
Clonmel Racing Results | 9th June 2023 17:40,N/A,17:40,Good,2m 67y,Darkened (IRE),Philip Donovan,5,Denis Hogan,4th,3 l,7,11-12t,-,True,59,26
Clonmel Racing Results | 9th June 2023 17:40,N/A,17:40,Good,2m 67y,Bonarc (IRE),Liam Quinlan,5,John Patrick Ryan,3rd,6 l,9,11-5,-,True,59,26
Clonmel Racing Results | 9th June 2023 17:40,N/A,17:40,Good,2m 67y,Takarengo (IRE),Jack Foley,0,Thomas Mullins,2nd,4 1/4 l,7,11-12p,-,True,59,26
Clonmel Racing Results | 9th June 2023 17:40,N/A,17:40,Good,2m 67y,Desert Friend (IRE),D. King,5,Denis Hogan,1st,N/A,7,11-12,-,True,59,26
Clonmel Racing Results | 9th June 2023 18:15,N/A,18:15,Good,2m 67y,I'vedoneitall (IRE),Shane O'Callaghan,4,E. Sheehy,F,N/A,6,10-0p,81,True,59,27
Clonmel Racing Results | 9th June 2023 18:15,N/A,18:15,Good,2m 67y,Dreamsrmadeofthis (IRE),T. Joseph Kelly,4,Enda Bolger,6th,22 l,6,11-7p,102,True,59,27
Clonmel Racing Results | 9th June 2023 18:15,N/A,18:15,Good,2m 67y,Coole Arcade (IRE),Shane Fitzgerald,0,Henry de Bromhead,5th,16 l,9,11-10t,105,True,59,27
Clonmel Racing Results | 9th June 2023 18:15,N/A,18:15,Good,2m 67y,Powerful Blue (IRE),Gavin Peter Brouder,2,E. Sheehy,4th,3/4 l,6,10-0t,81,True,59,27
Clonmel Racing Results | 9th June 2023 18:15,N/A,18:15,Good,2m 67y,Berliet Express (IRE),C. M. Quirke,4,P. J. Rothwell,3rd,1 l,7,10-4t,85,True,59,27
Clonmel Racing Results | 9th June 2023 18:15,N/A,18:15,Good,2m 67y,Top Line Tommy (IRE),K. E. Buckley,0,E. J. O'Grady,2nd,3 l,7,12-2,111,True,59,27
Clonmel Racing Results | 9th June 2023 18:15,N/A,18:15,Good,2m 67y,Name Me Famous (IRE),D. King,2,Eoin Christopher McCarthy,1st,N/A,7,10-12tp,93,True,59,27
Clonmel Racing Results | 9th June 2023 18:15,N/A,18:15,Good,2m 67y,I'vedoneitall (IRE),Shane O'Callaghan,4,E. Sheehy,F,N/A,6,10-0p,81,True,59,27
Clonmel Racing Results | 9th June 2023 18:15,N/A,18:15,Good,2m 67y,Dreamsrmadeofthis (IRE),T. Joseph Kelly,4,Enda Bolger,6th,22 l,6,11-7p,102,True,59,27
Clonmel Racing Results | 9th June 2023 18:15,N/A,18:15,Good,2m 67y,Coole Arcade (IRE),Shane Fitzgerald,0,Henry de Bromhead,5th,16 l,9,11-10t,105,True,59,27
Clonmel Racing Results | 9th June 2023 18:15,N/A,18:15,Good,2m 67y,Powerful Blue (IRE),Gavin Peter Brouder,2,E. Sheehy,4th,3/4 l,6,10-0t,81,True,59,27
Clonmel Racing Results | 9th June 2023 18:15,N/A,18:15,Good,2m 67y,Berliet Express (IRE),C. M. Quirke,4,P. J. Rothwell,3rd,1 l,7,10-4t,85,True,59,27
Clonmel Racing Results | 9th June 2023 18:15,N/A,18:15,Good,2m 67y,Top Line Tommy (IRE),K. E. Buckley,0,E. J. O'Grady,2nd,3 l,7,12-2,111,True,59,27
Clonmel Racing Results | 9th June 2023 18:15,N/A,18:15,Good,2m 67y,Name Me Famous (IRE),D. King,2,Eoin Christopher McCarthy,1st,N/A,7,10-12tp,93,True,59,27
Clonmel Racing Results | 9th June 2023 19:25,N/A,19:25,Good ap Chase (Turf),2m 4f,Clody Valley (IRE),Mr B Finn,7,Miss Elizabeth Doyle,PU,N/A,8,11-9tp,100,True,59,29
Clonmel Racing Results | 9th June 2023 19:25,N/A,19:25,Good ap Chase (Turf),2m 4f,Delias Pet (IRE),Mr D. Doyle,7,Timothy Doyle,PU,N/A,8,10-8,85,True,59,29
Clonmel Racing Results | 9th June 2023 19:25,N/A,19:25,Good ap Chase (Turf),2m 4f,Francois (FR),Mr B. Dunleavy,7,Mary E Doyle,F,N/A,8,12-4t,109,True,59,29
Clonmel Racing Results | 9th June 2023 19:25,N/A,19:25,Good ap Chase (Turf),2m 4f,Lord Gillygooley (IRE),Mr R. W. Barron,7,Declan Queally,8th,47 l,8,11-11tv,102,True,59,29
