track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Kilbeggan Racing Results | 4th June 2023 13:50,N/A,13:50,Good To Yielding (Good In Places),2m 2f 59y,Diamond Union,M. P. O'Connor,0,E. J. O'Grady,7th,11 l,6,11-12b1,-,True,61,6
Kilbeggan Racing Results | 4th June 2023 13:50,N/A,13:50,Good To Yielding (Good In Places),2m 2f 59y,Arnacoeur (FR),T. Joseph Kelly,4,D. E. Fitzgerald,6th,1/2 l,5,11-12,-,True,61,6
Kilbeggan Racing Results | 4th June 2023 13:50,N/A,13:50,Good To Yielding (Good In Places),2m 2f 59y,Summer Gale (IRE),C. Smithers,4,Mrs J. Harrington,5th,1/2 l,5,11-12,-,True,61,6
Kilbeggan Racing Results | 4th June 2023 13:50,N/A,13:50,Good To Yielding (Good In Places),2m 2f 59y,Glas Acres (IRE),E. Walsh,0,Frank John Hayes,4th,1 3/4 l,5,11-12,-,True,61,6
Kilbeggan Racing Results | 4th June 2023 13:50,N/A,13:50,Good To Yielding (Good In Places),2m 2f 59y,Rocket Spirit (IRE),Cian Cullinan,4,P. G. Fahey,3rd,1 3/4 l,4,11-7,-,True,61,6
Kilbeggan Racing Results | 4th June 2023 13:50,N/A,13:50,Good To Yielding (Good In Places),2m 2f 59y,El Champo (IRE),Patrick O'Hanlon,0,P. J. Rothwell,2nd,30 l,5,11-12,-,True,61,6
Kilbeggan Racing Results | 4th June 2023 13:50,N/A,13:50,Good To Yielding (Good In Places),2m 2f 59y,Flidais (IRE),Liam Quinlan,2,John Patrick Ryan,1st,N/A,5,11-5,-,True,61,6
Kilbeggan Racing Results | 4th June 2023 14:20,N/A,14:20,Good To Yielding (Good In Places),2m 2f 59y,Smallcashprize (IRE),K. E. Buckley,0,Mrs Prunella Dobbs,UR,N/A,6,11-5,-,True,61,7
Kilbeggan Racing Results | 4th June 2023 14:20,N/A,14:20,Good To Yielding (Good In Places),2m 2f 59y,Kathyanna (IRE),Corey McGivern,4,Peter John Flood,PU,N/A,5,11-5,-,True,61,7
Kilbeggan Racing Results | 4th June 2023 14:20,N/A,14:20,Good To Yielding (Good In Places),2m 2f 59y,Silverfort Lady (IRE),M. P. O'Connor,0,John Michael Burke,PU,N/A,4,11-0,-,True,61,7
Kilbeggan Racing Results | 4th June 2023 14:20,N/A,14:20,Good To Yielding (Good In Places),2m 2f 59y,Captain Flint (IRE),B. P. Kennedy,4,J. F. O'Shea,12th,71 l,4,11-7,-,True,61,7
Kilbeggan Racing Results | 4th June 2023 14:20,N/A,14:20,Good To Yielding (Good In Places),2m 2f 59y,Share A Moment (IRE),C. Smithers,4,M. Hourigan,11th,7 1/2 l,6,11-5,-,True,61,7
Kilbeggan Racing Results | 4th June 2023 14:20,N/A,14:20,Good To Yielding (Good In Places),2m 2f 59y,Allhart (IRE),D. P. Maxwell,4,V. C. Ward,10th,4 3/4 l,5,11-12,-,True,61,7
Kilbeggan Racing Results | 4th June 2023 14:20,N/A,14:20,Good To Yielding (Good In Places),2m 2f 59y,Jeje Plessis (FR),Niall Moore,4,Philip Fenton,9th,3 1/2 l,4,11-7,-,True,61,7
Kilbeggan Racing Results | 4th June 2023 14:20,N/A,14:20,Good To Yielding (Good In Places),2m 2f 59y,Just a Mystery (IRE),Liam Quinlan,2,John J. Costello,8th,5 1/2 l,5,11-12,-,True,61,7
Kilbeggan Racing Results | 4th June 2023 14:20,N/A,14:20,Good To Yielding (Good In Places),2m 2f 59y,Winds Of Winter (IRE),L. A. McKenna,2,Paul W. Flynn,7th,6 1/2 l,5,11-5,-,True,61,7
Kilbeggan Racing Results | 4th June 2023 14:20,N/A,14:20,Good To Yielding (Good In Places),2m 2f 59y,Paul's Pal (IRE),Kieran Callaghan,4,Anthony Mullins,6th,8 l,5,11-12,-,True,61,7
Kilbeggan Racing Results | 4th June 2023 14:20,N/A,14:20,Good To Yielding (Good In Places),2m 2f 59y,Theanniversary Man (IRE),E. Walsh,0,Frank John Hayes,5th,11 l,4,11-7,-,True,61,7
Kilbeggan Racing Results | 4th June 2023 14:20,N/A,14:20,Good To Yielding (Good In Places),2m 2f 59y,Young Darleen (IRE),B. W. Harvey,0,R. P. Cody,4th,13 l,7,11-5,-,True,61,7
Kilbeggan Racing Results | 4th June 2023 14:20,N/A,14:20,Good To Yielding (Good In Places),2m 2f 59y,Chiefs Kingdom (IRE),J. P. O'Sullivan,0,Paul Nolan,3rd,3 1/4 l,5,11-12,-,True,61,7
Kilbeggan Racing Results | 4th June 2023 14:20,N/A,14:20,Good To Yielding (Good In Places),2m 2f 59y,Simpletwistoffaith (IRE),M. M. McDonagh,2,P. J. F. Hassett,2nd,4 1/2 l,6,11-12,-,True,61,7
Kilbeggan Racing Results | 4th June 2023 14:20,N/A,14:20,Good To Yielding (Good In Places),2m 2f 59y,Men Of Dreams (IRE),S. Fitzgerald,0,J. F. Levins,1st,N/A,5,11-12,-,True,61,7
Kilbeggan Racing Results | 4th June 2023 14:20,N/A,14:20,Good To Yielding (Good In Places),2m 2f 59y,Smallcashprize (IRE),K. E. Buckley,0,Mrs Prunella Dobbs,UR,N/A,6,11-5,-,True,61,7
Kilbeggan Racing Results | 4th June 2023 14:20,N/A,14:20,Good To Yielding (Good In Places),2m 2f 59y,Kathyanna (IRE),Corey McGivern,4,Peter John Flood,PU,N/A,5,11-5,-,True,61,7
Kilbeggan Racing Results | 4th June 2023 14:20,N/A,14:20,Good To Yielding (Good In Places),2m 2f 59y,Silverfort Lady (IRE),M. P. O'Connor,0,John Michael Burke,PU,N/A,4,11-0,-,True,61,7
Kilbeggan Racing Results | 4th June 2023 14:20,N/A,14:20,Good To Yielding (Good In Places),2m 2f 59y,Captain Flint (IRE),B. P. Kennedy,4,J. F. O'Shea,12th,71 l,4,11-7,-,True,61,7
Kilbeggan Racing Results | 4th June 2023 14:20,N/A,14:20,Good To Yielding (Good In Places),2m 2f 59y,Share A Moment (IRE),C. Smithers,4,M. Hourigan,11th,7 1/2 l,6,11-5,-,True,61,7
Kilbeggan Racing Results | 4th June 2023 14:20,N/A,14:20,Good To Yielding (Good In Places),2m 2f 59y,Allhart (IRE),D. P. Maxwell,4,V. C. Ward,10th,4 3/4 l,5,11-12,-,True,61,7
Kilbeggan Racing Results | 4th June 2023 14:20,N/A,14:20,Good To Yielding (Good In Places),2m 2f 59y,Jeje Plessis (FR),Niall Moore,4,Philip Fenton,9th,3 1/2 l,4,11-7,-,True,61,7
Kilbeggan Racing Results | 4th June 2023 14:20,N/A,14:20,Good To Yielding (Good In Places),2m 2f 59y,Just a Mystery (IRE),Liam Quinlan,2,John J. Costello,8th,5 1/2 l,5,11-12,-,True,61,7
Kilbeggan Racing Results | 4th June 2023 14:20,N/A,14:20,Good To Yielding (Good In Places),2m 2f 59y,Winds Of Winter (IRE),L. A. McKenna,2,Paul W. Flynn,7th,6 1/2 l,5,11-5,-,True,61,7
Kilbeggan Racing Results | 4th June 2023 14:20,N/A,14:20,Good To Yielding (Good In Places),2m 2f 59y,Paul's Pal (IRE),Kieran Callaghan,4,Anthony Mullins,6th,8 l,5,11-12,-,True,61,7
Kilbeggan Racing Results | 4th June 2023 14:20,N/A,14:20,Good To Yielding (Good In Places),2m 2f 59y,Theanniversary Man (IRE),E. Walsh,0,Frank John Hayes,5th,11 l,4,11-7,-,True,61,7
Kilbeggan Racing Results | 4th June 2023 14:20,N/A,14:20,Good To Yielding (Good In Places),2m 2f 59y,Young Darleen (IRE),B. W. Harvey,0,R. P. Cody,4th,13 l,7,11-5,-,True,61,7
Kilbeggan Racing Results | 4th June 2023 14:20,N/A,14:20,Good To Yielding (Good In Places),2m 2f 59y,Chiefs Kingdom (IRE),J. P. O'Sullivan,0,Paul Nolan,3rd,3 1/4 l,5,11-12,-,True,61,7
Kilbeggan Racing Results | 4th June 2023 14:20,N/A,14:20,Good To Yielding (Good In Places),2m 2f 59y,Simpletwistoffaith (IRE),M. M. McDonagh,2,P. J. F. Hassett,2nd,4 1/2 l,6,11-12,-,True,61,7
Kilbeggan Racing Results | 4th June 2023 14:20,N/A,14:20,Good To Yielding (Good In Places),2m 2f 59y,Men Of Dreams (IRE),S. Fitzgerald,0,J. F. Levins,1st,N/A,5,11-12,-,True,61,7
Kilbeggan Racing Results | 4th June 2023 14:50,N/A,14:50,Good To Yielding (Good In Places),3m 95y,Knockanard Lady (IRE),B. W. Harvey,5,P. M. J. Doyle,PU,N/A,6,10-10t,-,True,61,8
Kilbeggan Racing Results | 4th June 2023 14:50,N/A,14:50,Good To Yielding (Good In Places),3m 95y,Seventy Eight Team (IRE),Jack G. Gilligan,7,Paul John Gilligan,4th,25 l,5,10-10,-,True,61,8
Kilbeggan Racing Results | 4th June 2023 14:50,N/A,14:50,Good To Yielding (Good In Places),3m 95y,Valleyoftheeagles (IRE),Sean Flanagan,0,Martin Hassett,3rd,7 1/2 l,5,11-10,-,True,61,8
Kilbeggan Racing Results | 4th June 2023 14:50,N/A,14:50,Good To Yielding (Good In Places),3m 95y,Stuzzikini (IRE),D. J. Gilligan,7,Gordon Elliott,2nd,11 l,5,11-10,-,True,61,8
Kilbeggan Racing Results | 4th June 2023 14:50,N/A,14:50,Good To Yielding (Good In Places),3m 95y,What Path (FR),P. Townend,0,W. P. Mullins,1st,N/A,6,11-10,-,True,61,8
Kilbeggan Racing Results | 4th June 2023 14:50,N/A,14:50,Good To Yielding (Good In Places),3m 95y,Knockanard Lady (IRE),B. W. Harvey,5,P. M. J. Doyle,PU,N/A,6,10-10t,-,True,61,8
Kilbeggan Racing Results | 4th June 2023 14:50,N/A,14:50,Good To Yielding (Good In Places),3m 95y,Seventy Eight Team (IRE),Jack G. Gilligan,7,Paul John Gilligan,4th,25 l,5,10-10,-,True,61,8
Kilbeggan Racing Results | 4th June 2023 14:50,N/A,14:50,Good To Yielding (Good In Places),3m 95y,Valleyoftheeagles (IRE),Sean Flanagan,0,Martin Hassett,3rd,7 1/2 l,5,11-10,-,True,61,8
Kilbeggan Racing Results | 4th June 2023 14:50,N/A,14:50,Good To Yielding (Good In Places),3m 95y,Stuzzikini (IRE),D. J. Gilligan,7,Gordon Elliott,2nd,11 l,5,11-10,-,True,61,8
Kilbeggan Racing Results | 4th June 2023 14:50,N/A,14:50,Good To Yielding (Good In Places),3m 95y,What Path (FR),P. Townend,0,W. P. Mullins,1st,N/A,6,11-10,-,True,61,8
Kilbeggan Racing Results | 4th June 2023 15:20,N/A,15:20,Good To Yielding (Good In Places),3m 95y,Policy Breaker (IRE),Jack G. Gilligan,7,Paul John Gilligan,PU,N/A,6,11-7p1,88,True,61,9
Kilbeggan Racing Results | 4th June 2023 15:20,N/A,15:20,Good To Yielding (Good In Places),3m 95y,Petite Mike (IRE),Phillip Enright,0,G. Ahern,PU,N/A,5,11-6p1,87,True,61,9
Kilbeggan Racing Results | 4th June 2023 15:20,N/A,15:20,Good To Yielding (Good In Places),3m 95y,Haveuseentherain (IRE),H. Morgan,0,S. G. Walsh,PU,N/A,8,10-13,80,True,61,9
Kilbeggan Racing Results | 4th June 2023 15:20,N/A,15:20,Good To Yielding (Good In Places),3m 95y,The Bog Garden (IRE),C. Smithers,7,M. Hourigan,PU,N/A,5,11-7,88,True,61,9
Kilbeggan Racing Results | 4th June 2023 15:20,N/A,15:20,Good To Yielding (Good In Places),3m 95y,Ask Dee (IRE),B. P. Kennedy,7,Paul W. Flynn,F,N/A,11,10-13,80,True,61,9
Kilbeggan Racing Results | 4th June 2023 15:20,N/A,15:20,Good To Yielding (Good In Places),3m 95y,Daring Sarah (IRE),Cian Cullinan,7,W. J. Martin,11th,18 l,5,11-4,85,True,61,9
Kilbeggan Racing Results | 4th June 2023 15:20,N/A,15:20,Good To Yielding (Good In Places),3m 95y,Any Day Now (IRE),L. A. McKenna,5,Edward Cawley,10th,2 1/2 l,8,11-0p,81,True,61,9
Kilbeggan Racing Results | 4th June 2023 15:20,N/A,15:20,Good To Yielding (Good In Places),3m 95y,Tango Theatre (IRE),B. W. Harvey,5,John McConnell,9th,12 l,8,12-0t,95,True,61,9
Kilbeggan Racing Results | 4th June 2023 15:20,N/A,15:20,Good To Yielding (Good In Places),3m 95y,Chief Seattle (IRE),Liam Quinlan,5,John Patrick Ryan,8th,4 3/4 l,8,11-4,85,True,61,9
Kilbeggan Racing Results | 4th June 2023 15:20,N/A,15:20,Good To Yielding (Good In Places),3m 95y,A Dublin Job (IRE),E. Walsh,3,Ciaran Murphy,7th,3 3/4 l,6,11-4p,85,True,61,9
Kilbeggan Racing Results | 4th June 2023 15:20,N/A,15:20,Good To Yielding (Good In Places),3m 95y,Drimsree Lad (IRE),Aileen O'Sullivan,7,S. Michael Millar,6th,3 1/2 l,12,10-13tp,80,True,61,9
Kilbeggan Racing Results | 4th June 2023 15:20,N/A,15:20,Good To Yielding (Good In Places),3m 95y,Man Of The House (IRE),J. S. McGarvey,0,John Joseph Hanlon,5th,3 l,5,11-5,86,True,61,9
Kilbeggan Racing Results | 4th June 2023 15:20,N/A,15:20,Good To Yielding (Good In Places),3m 95y,Ranger Billy (IRE),M. P. O'Connor,5,Eoin Doyle,4th,1 1/4 l,7,11-1,82,True,61,9
Kilbeggan Racing Results | 4th June 2023 15:20,N/A,15:20,Good To Yielding (Good In Places),3m 95y,Flemensreva (IRE),Sean Flanagan,0,Paul Nolan,3rd,2 1/4 l,5,11-2p,83,True,61,9
Kilbeggan Racing Results | 4th June 2023 15:20,N/A,15:20,Good To Yielding (Good In Places),3m 95y,Tuff Days (IRE),J. J. Slevin,0,Michael Barry,2nd,4 1/2 l,6,11-6,87,True,61,9
Kilbeggan Racing Results | 4th June 2023 15:20,N/A,15:20,Good To Yielding (Good In Places),3m 95y,More Info (IRE),D. King,5,Denis Hogan,1st,N/A,8,11-13,94,True,61,9
Kilbeggan Racing Results | 4th June 2023 15:20,N/A,15:20,Good To Yielding (Good In Places),3m 95y,Policy Breaker (IRE),Jack G. Gilligan,7,Paul John Gilligan,PU,N/A,6,11-7p1,88,True,61,9
Kilbeggan Racing Results | 4th June 2023 15:20,N/A,15:20,Good To Yielding (Good In Places),3m 95y,Petite Mike (IRE),Phillip Enright,0,G. Ahern,PU,N/A,5,11-6p1,87,True,61,9
Kilbeggan Racing Results | 4th June 2023 15:20,N/A,15:20,Good To Yielding (Good In Places),3m 95y,Haveuseentherain (IRE),H. Morgan,0,S. G. Walsh,PU,N/A,8,10-13,80,True,61,9
Kilbeggan Racing Results | 4th June 2023 15:20,N/A,15:20,Good To Yielding (Good In Places),3m 95y,The Bog Garden (IRE),C. Smithers,7,M. Hourigan,PU,N/A,5,11-7,88,True,61,9
Kilbeggan Racing Results | 4th June 2023 15:20,N/A,15:20,Good To Yielding (Good In Places),3m 95y,Ask Dee (IRE),B. P. Kennedy,7,Paul W. Flynn,F,N/A,11,10-13,80,True,61,9
Kilbeggan Racing Results | 4th June 2023 15:20,N/A,15:20,Good To Yielding (Good In Places),3m 95y,Daring Sarah (IRE),Cian Cullinan,7,W. J. Martin,11th,18 l,5,11-4,85,True,61,9
Kilbeggan Racing Results | 4th June 2023 15:20,N/A,15:20,Good To Yielding (Good In Places),3m 95y,Any Day Now (IRE),L. A. McKenna,5,Edward Cawley,10th,2 1/2 l,8,11-0p,81,True,61,9
Kilbeggan Racing Results | 4th June 2023 15:20,N/A,15:20,Good To Yielding (Good In Places),3m 95y,Tango Theatre (IRE),B. W. Harvey,5,John McConnell,9th,12 l,8,12-0t,95,True,61,9
Kilbeggan Racing Results | 4th June 2023 15:20,N/A,15:20,Good To Yielding (Good In Places),3m 95y,Chief Seattle (IRE),Liam Quinlan,5,John Patrick Ryan,8th,4 3/4 l,8,11-4,85,True,61,9
Kilbeggan Racing Results | 4th June 2023 15:20,N/A,15:20,Good To Yielding (Good In Places),3m 95y,A Dublin Job (IRE),E. Walsh,3,Ciaran Murphy,7th,3 3/4 l,6,11-4p,85,True,61,9
Kilbeggan Racing Results | 4th June 2023 15:20,N/A,15:20,Good To Yielding (Good In Places),3m 95y,Drimsree Lad (IRE),Aileen O'Sullivan,7,S. Michael Millar,6th,3 1/2 l,12,10-13tp,80,True,61,9
Kilbeggan Racing Results | 4th June 2023 15:20,N/A,15:20,Good To Yielding (Good In Places),3m 95y,Man Of The House (IRE),J. S. McGarvey,0,John Joseph Hanlon,5th,3 l,5,11-5,86,True,61,9
Kilbeggan Racing Results | 4th June 2023 15:20,N/A,15:20,Good To Yielding (Good In Places),3m 95y,Ranger Billy (IRE),M. P. O'Connor,5,Eoin Doyle,4th,1 1/4 l,7,11-1,82,True,61,9
Kilbeggan Racing Results | 4th June 2023 15:20,N/A,15:20,Good To Yielding (Good In Places),3m 95y,Flemensreva (IRE),Sean Flanagan,0,Paul Nolan,3rd,2 1/4 l,5,11-2p,83,True,61,9
Kilbeggan Racing Results | 4th June 2023 15:20,N/A,15:20,Good To Yielding (Good In Places),3m 95y,Tuff Days (IRE),J. J. Slevin,0,Michael Barry,2nd,4 1/2 l,6,11-6,87,True,61,9
Kilbeggan Racing Results | 4th June 2023 15:20,N/A,15:20,Good To Yielding (Good In Places),3m 95y,More Info (IRE),D. King,5,Denis Hogan,1st,N/A,8,11-13,94,True,61,9
Kilbeggan Racing Results | 4th June 2023 15:50,N/A,15:50,Good To Yielding (Good In Places),2m,Chilled Out (IRE),S. D. Torrens,0,J. P. Broderick,UR,N/A,4,10-11,90,True,61,10
Kilbeggan Racing Results | 4th June 2023 15:50,N/A,15:50,Good To Yielding (Good In Places),2m,Princess Sophia (IRE),E. Walsh,3,Ciaran Murphy,PU,N/A,6,11-6h,94,True,61,10
Kilbeggan Racing Results | 4th June 2023 15:50,N/A,15:50,Good To Yielding (Good In Places),2m,Alhaajeb (IRE),Shane Fenelon,7,John Joseph Hanlon,8th,12 l,5,11-12,100,True,61,10
Kilbeggan Racing Results | 4th June 2023 15:50,N/A,15:50,Good To Yielding (Good In Places),2m,Grand Cru Chatho (FR),Keith Donoghue,0,Edward Cawley,7th,4 l,7,11-6ht,94,True,61,10
Kilbeggan Racing Results | 4th June 2023 15:50,N/A,15:50,Good To Yielding (Good In Places),2m,Fassbender (IRE),Phillip Enright,0,Mark McNiff,6th,2 1/2 l,7,11-11t,99,True,61,10
Kilbeggan Racing Results | 4th June 2023 15:50,N/A,15:50,Good To Yielding (Good In Places),2m,Second Subaltern (USA),J. J. Slevin,0,Martin Brassil,5th,6 1/2 l,7,11-8,96,True,61,10
Kilbeggan Racing Results | 4th June 2023 15:50,N/A,15:50,Good To Yielding (Good In Places),2m,Farceur De Sivola (FR),Liam Quinlan,5,John Patrick Ryan,4th,8 1/2 l,8,11-5,93,True,61,10
Kilbeggan Racing Results | 4th June 2023 15:50,N/A,15:50,Good To Yielding (Good In Places),2m,Ricky Langford (IRE),Patrick O'Hanlon,5,P. J. Rothwell,3rd,2 l,9,10-10,84,True,61,10
Kilbeggan Racing Results | 4th June 2023 15:50,N/A,15:50,Good To Yielding (Good In Places),2m,Hidalgo Des Mottes (FR),R. A. Doyle,0,Eoin Griffin,2nd,4 1/4 l,6,11-11,99,True,61,10
Kilbeggan Racing Results | 4th June 2023 15:50,N/A,15:50,Good To Yielding (Good In Places),2m,Wrecking Ball Paul (IRE),B. W. Harvey,5,P. Mulligan,1st,N/A,5,11-13t,101,True,61,10
Kilbeggan Racing Results | 4th June 2023 15:50,N/A,15:50,Good To Yielding (Good In Places),2m,Chilled Out (IRE),S. D. Torrens,0,J. P. Broderick,UR,N/A,4,10-11,90,True,61,10
Kilbeggan Racing Results | 4th June 2023 15:50,N/A,15:50,Good To Yielding (Good In Places),2m,Princess Sophia (IRE),E. Walsh,3,Ciaran Murphy,PU,N/A,6,11-6h,94,True,61,10
Kilbeggan Racing Results | 4th June 2023 15:50,N/A,15:50,Good To Yielding (Good In Places),2m,Alhaajeb (IRE),Shane Fenelon,7,John Joseph Hanlon,8th,12 l,5,11-12,100,True,61,10
Kilbeggan Racing Results | 4th June 2023 15:50,N/A,15:50,Good To Yielding (Good In Places),2m,Grand Cru Chatho (FR),Keith Donoghue,0,Edward Cawley,7th,4 l,7,11-6ht,94,True,61,10
Kilbeggan Racing Results | 4th June 2023 15:50,N/A,15:50,Good To Yielding (Good In Places),2m,Fassbender (IRE),Phillip Enright,0,Mark McNiff,6th,2 1/2 l,7,11-11t,99,True,61,10
Kilbeggan Racing Results | 4th June 2023 15:50,N/A,15:50,Good To Yielding (Good In Places),2m,Second Subaltern (USA),J. J. Slevin,0,Martin Brassil,5th,6 1/2 l,7,11-8,96,True,61,10
Kilbeggan Racing Results | 4th June 2023 15:50,N/A,15:50,Good To Yielding (Good In Places),2m,Farceur De Sivola (FR),Liam Quinlan,5,John Patrick Ryan,4th,8 1/2 l,8,11-5,93,True,61,10
Kilbeggan Racing Results | 4th June 2023 15:50,N/A,15:50,Good To Yielding (Good In Places),2m,Ricky Langford (IRE),Patrick O'Hanlon,5,P. J. Rothwell,3rd,2 l,9,10-10,84,True,61,10
Kilbeggan Racing Results | 4th June 2023 15:50,N/A,15:50,Good To Yielding (Good In Places),2m,Hidalgo Des Mottes (FR),R. A. Doyle,0,Eoin Griffin,2nd,4 1/4 l,6,11-11,99,True,61,10
Kilbeggan Racing Results | 4th June 2023 15:50,N/A,15:50,Good To Yielding (Good In Places),2m,Wrecking Ball Paul (IRE),B. W. Harvey,5,P. Mulligan,1st,N/A,5,11-13t,101,True,61,10
Kilbeggan Racing Results | 4th June 2023 16:20,N/A,16:20,Good To Yielding (Good In Places),2m 3f 100y,Ballyglass Beauty (IRE),Kieran Callaghan,7,Liam P. Cusack,UR,N/A,7,11-12,-,True,61,11
Kilbeggan Racing Results | 4th June 2023 16:20,N/A,16:20,Good To Yielding (Good In Places),2m 3f 100y,Pale Blue Dot (FR),D. King,5,Denis Hogan,UR,N/A,7,11-12b1,-,True,61,11
Kilbeggan Racing Results | 4th June 2023 16:20,N/A,16:20,Good To Yielding (Good In Places),2m 3f 100y,Themanintheboots (IRE),R. A. Doyle,0,Gordon Elliott,PU,N/A,5,11-12p,-,True,61,11
Kilbeggan Racing Results | 4th June 2023 16:20,N/A,16:20,Good To Yielding (Good In Places),2m 3f 100y,Rotten Row (IRE),Donagh Meyler,0,Anthony Mullins,PU,N/A,6,11-12,-,True,61,11
Kilbeggan Racing Results | 4th June 2023 16:20,N/A,16:20,Good To Yielding (Good In Places),2m 3f 100y,Western Comandor (IRE),Liam Quinlan,5,John Patrick Ryan,F,N/A,5,11-12,-,True,61,11
Kilbeggan Racing Results | 4th June 2023 16:20,N/A,16:20,Good To Yielding (Good In Places),2m 3f 100y,William of Wykeham (IRE),J. J. Slevin,0,Mark McNiff,9th,22 l,8,11-12t,-,True,61,11
Kilbeggan Racing Results | 4th June 2023 16:20,N/A,16:20,Good To Yielding (Good In Places),2m 3f 100y,Takarengo (IRE),Jack Foley,0,Thomas Mullins,8th,7 1/2 l,7,11-12p,-,True,61,11
Kilbeggan Racing Results | 4th June 2023 16:20,N/A,16:20,Good To Yielding (Good In Places),2m 3f 100y,Downtown Queen (IRE),C. P. McNamara,0,Henry de Bromhead,7th,16 l,6,11-5t,-,True,61,11
Kilbeggan Racing Results | 4th June 2023 16:20,N/A,16:20,Good To Yielding (Good In Places),2m 3f 100y,Summer Tide (IRE),Phillip Enright,0,Charles Byrnes,6th,9 1/2 l,8,11-12,-,True,61,11
Kilbeggan Racing Results | 4th June 2023 16:20,N/A,16:20,Good To Yielding (Good In Places),2m 3f 100y,Magheralin Mick (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,5th,4 1/2 l,6,11-12t,-,True,61,11
Kilbeggan Racing Results | 4th June 2023 16:20,N/A,16:20,Good To Yielding (Good In Places),2m 3f 100y,Harvey's Quay (IRE),J. S. McGarvey,0,E. J. O'Grady,4th,5 l,7,11-12,-,True,61,11
Kilbeggan Racing Results | 4th June 2023 16:20,N/A,16:20,Good To Yielding (Good In Places),2m 3f 100y,Itwasfate,D. J. O'Keeffe,0,Henry de Bromhead,3rd,6 1/2 l,6,11-12,-,True,61,11
Kilbeggan Racing Results | 4th June 2023 16:20,N/A,16:20,Good To Yielding (Good In Places),2m 3f 100y,Changing the Rules (IRE),S. D. Torrens,0,Mrs J. Harrington,2nd,3 3/4 l,6,11-12,-,True,61,11
Kilbeggan Racing Results | 4th June 2023 16:20,N/A,16:20,Good To Yielding (Good In Places),2m 3f 100y,Too Bright (IRE),Sean Flanagan,0,Noel Meade,1st,N/A,5,11-12t,-,True,61,11
Kilbeggan Racing Results | 4th June 2023 16:20,N/A,16:20,Good To Yielding (Good In Places),2m 3f 100y,Ballyglass Beauty (IRE),Kieran Callaghan,7,Liam P. Cusack,UR,N/A,7,11-12,-,True,61,11
Kilbeggan Racing Results | 4th June 2023 16:20,N/A,16:20,Good To Yielding (Good In Places),2m 3f 100y,Pale Blue Dot (FR),D. King,5,Denis Hogan,UR,N/A,7,11-12b1,-,True,61,11
Kilbeggan Racing Results | 4th June 2023 16:20,N/A,16:20,Good To Yielding (Good In Places),2m 3f 100y,Themanintheboots (IRE),R. A. Doyle,0,Gordon Elliott,PU,N/A,5,11-12p,-,True,61,11
Kilbeggan Racing Results | 4th June 2023 16:20,N/A,16:20,Good To Yielding (Good In Places),2m 3f 100y,Rotten Row (IRE),Donagh Meyler,0,Anthony Mullins,PU,N/A,6,11-12,-,True,61,11
Kilbeggan Racing Results | 4th June 2023 16:20,N/A,16:20,Good To Yielding (Good In Places),2m 3f 100y,Western Comandor (IRE),Liam Quinlan,5,John Patrick Ryan,F,N/A,5,11-12,-,True,61,11
Kilbeggan Racing Results | 4th June 2023 16:20,N/A,16:20,Good To Yielding (Good In Places),2m 3f 100y,William of Wykeham (IRE),J. J. Slevin,0,Mark McNiff,9th,22 l,8,11-12t,-,True,61,11
Kilbeggan Racing Results | 4th June 2023 16:20,N/A,16:20,Good To Yielding (Good In Places),2m 3f 100y,Takarengo (IRE),Jack Foley,0,Thomas Mullins,8th,7 1/2 l,7,11-12p,-,True,61,11
Kilbeggan Racing Results | 4th June 2023 16:20,N/A,16:20,Good To Yielding (Good In Places),2m 3f 100y,Downtown Queen (IRE),C. P. McNamara,0,Henry de Bromhead,7th,16 l,6,11-5t,-,True,61,11
Kilbeggan Racing Results | 4th June 2023 16:20,N/A,16:20,Good To Yielding (Good In Places),2m 3f 100y,Summer Tide (IRE),Phillip Enright,0,Charles Byrnes,6th,9 1/2 l,8,11-12,-,True,61,11
Kilbeggan Racing Results | 4th June 2023 16:20,N/A,16:20,Good To Yielding (Good In Places),2m 3f 100y,Magheralin Mick (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,5th,4 1/2 l,6,11-12t,-,True,61,11
Kilbeggan Racing Results | 4th June 2023 16:20,N/A,16:20,Good To Yielding (Good In Places),2m 3f 100y,Harvey's Quay (IRE),J. S. McGarvey,0,E. J. O'Grady,4th,5 l,7,11-12,-,True,61,11
Kilbeggan Racing Results | 4th June 2023 16:20,N/A,16:20,Good To Yielding (Good In Places),2m 3f 100y,Itwasfate,D. J. O'Keeffe,0,Henry de Bromhead,3rd,6 1/2 l,6,11-12,-,True,61,11
Kilbeggan Racing Results | 4th June 2023 16:20,N/A,16:20,Good To Yielding (Good In Places),2m 3f 100y,Changing the Rules (IRE),S. D. Torrens,0,Mrs J. Harrington,2nd,3 3/4 l,6,11-12,-,True,61,11
Kilbeggan Racing Results | 4th June 2023 16:20,N/A,16:20,Good To Yielding (Good In Places),2m 3f 100y,Too Bright (IRE),Sean Flanagan,0,Noel Meade,1st,N/A,5,11-12t,-,True,61,11
