track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Leopardstown Racing Results | 6th June 2024 19:30,N/A,19:30,Good,1m,Solomon Coop (IRE),W M Lordan,0,N Lupini,7th,1/2 l,3,9-2,76,True,121,20
Leopardstown Racing Results | 6th June 2024 19:30,N/A,19:30,Good,1m,Church Mountain (IRE),J M Sheridan,0,D Hogan,6th,3/4 l,6,9-9tp,72,True,121,20
Leopardstown Racing Results | 6th June 2024 19:30,N/A,19:30,Good,1m,Darkdeserthighway (IRE),C T Keane,0,M O'Callaghan,5th,1 1/4 l,6,9-8b,71,True,121,20
Leopardstown Racing Results | 6th June 2024 19:30,N/A,19:30,Good,1m,Rio Largo (IRE),D P McDonogh,0,L Comer,4th,Neck,4,9-5,68,True,121,20
Leopardstown Racing Results | 6th June 2024 19:30,N/A,19:30,Good,1m,Tachos (IRE),C D Hayes,0,D K Weld,3rd,1/2 l,3,8-12,72,True,121,20
Leopardstown Racing Results | 6th June 2024 19:30,N/A,19:30,Good,1m,Arch Enemy (IRE),R C Colgan,0,P Magee,2nd,1 1/4 l,5,9-6,69,True,121,20
Leopardstown Racing Results | 6th June 2024 19:30,N/A,19:30,Good,1m,Glor Tire (IRE),Gabriella Hill,10,J S Bolger,1st,N/A,3,9-12p,86,True,121,20
Leopardstown Racing Results | 6th June 2024 19:30,N/A,19:30,Good,1m,Currumbin (IRE),N M Crosse,0,John O'Donoghue,NR,N/A,3,9-2,76,True,121,20
Leopardstown Racing Results | 6th June 2024 19:30,N/A,19:30,Good,1m,Not Forgotten (IRE),R P Whelan,0,M Halford & T Collins,11th,4 1/2 l,4,10-0b,77,True,121,20
Leopardstown Racing Results | 6th June 2024 19:30,N/A,19:30,Good,1m,Chavajod,R Coakley,0,D P Coakley,10th,Neck,6,10-0b,77,True,121,20
Leopardstown Racing Results | 6th June 2024 19:30,N/A,19:30,Good,1m,Rampage (IRE),J J G Ryan,5,T G McCourt,9th,Head,5,9-6tv,69,True,121,20
Leopardstown Racing Results | 6th June 2024 19:30,N/A,19:30,Good,1m,Volatile Analyst (USA),C J MacRedmond,5,A McGuinness,8th,1 l,7,10-2p,79,True,121,20
Leopardstown Racing Results | 6th June 2024 19:30,N/A,19:30,Good,1m,Solomon Coop (IRE),W M Lordan,0,N Lupini,7th,1/2 l,3,9-2,76,True,121,20
Leopardstown Racing Results | 6th June 2024 19:30,N/A,19:30,Good,1m,Church Mountain (IRE),J M Sheridan,0,D Hogan,6th,3/4 l,6,9-9tp,72,True,121,20
Leopardstown Racing Results | 6th June 2024 19:30,N/A,19:30,Good,1m,Darkdeserthighway (IRE),C T Keane,0,M O'Callaghan,5th,1 1/4 l,6,9-8b,71,True,121,20
Leopardstown Racing Results | 6th June 2024 19:30,N/A,19:30,Good,1m,Rio Largo (IRE),D P McDonogh,0,L Comer,4th,Neck,4,9-5,68,True,121,20
Leopardstown Racing Results | 6th June 2024 19:30,N/A,19:30,Good,1m,Tachos (IRE),C D Hayes,0,D K Weld,3rd,1/2 l,3,8-12,72,True,121,20
Leopardstown Racing Results | 6th June 2024 19:30,N/A,19:30,Good,1m,Arch Enemy (IRE),R C Colgan,0,P Magee,2nd,1 1/4 l,5,9-6,69,True,121,20
Leopardstown Racing Results | 6th June 2024 19:30,N/A,19:30,Good,1m,Glor Tire (IRE),Gabriella Hill,10,J S Bolger,1st,N/A,3,9-12p,86,True,121,20
Leopardstown Racing Results | 6th June 2024 20:00,N/A,20:00,Good (Good To Firm In Places),1m,Flippity Flop (IRE),C D Hayes,0,L Comer,18th,12 l,3,8-7,49,True,121,21
Leopardstown Racing Results | 6th June 2024 20:00,N/A,20:00,Good (Good To Firm In Places),1m,The Man Above (IRE),L F Roche,0,J P Fahey,17th,7 l,3,8-9p1,51,True,121,21
Leopardstown Racing Results | 6th June 2024 20:00,N/A,20:00,Good (Good To Firm In Places),1m,Fine Print (IRE),D W O'Connor,0,J C McConnell,16th,1/2 l,3,9-3t,59,True,121,21
Leopardstown Racing Results | 6th June 2024 20:00,N/A,20:00,Good (Good To Firm In Places),1m,Kilbarry Jack (IRE),S Foley,0,A McGuinness,15th,1 1/2 l,3,9-5,61,True,121,21
Leopardstown Racing Results | 6th June 2024 20:00,N/A,20:00,Good (Good To Firm In Places),1m,Pomeriggio (IRE),D McMonagle,0,Peter Fahey,14th,3/4 l,3,10-0,70,True,121,21
Leopardstown Racing Results | 6th June 2024 20:00,N/A,20:00,Good (Good To Firm In Places),1m,Posh Maisie (IRE),B M Coen,0,J P Murtagh,13th,1/2 l,3,9-13t,69,True,121,21
Leopardstown Racing Results | 6th June 2024 20:00,N/A,20:00,Good (Good To Firm In Places),1m,Hoover Dam (IRE),S T McCullagh,3,L Comer,12th,3/4 l,3,9-10,66,True,121,21
Leopardstown Racing Results | 6th June 2024 20:00,N/A,20:00,Good (Good To Firm In Places),1m,Dark Blue Diamond (IRE),Siobhan Rutledge,3,J C McConnell,11th,2 l,3,9-1,57,True,121,21
Leopardstown Racing Results | 6th June 2024 20:00,N/A,20:00,Good (Good To Firm In Places),1m,Dream Ticket (FR),N M Crosse,0,W McCreery,10th,1 1/4 l,3,9-5,61,True,121,21
Leopardstown Racing Results | 6th June 2024 20:00,N/A,20:00,Good (Good To Firm In Places),1m,Sportingsilvermine (IRE),H J Horgan,5,D Hogan,9th,Neck,3,10-0,70,True,121,21
Leopardstown Racing Results | 6th June 2024 20:00,N/A,20:00,Good (Good To Firm In Places),1m,Galician Girl (IRE),Adam Caffrey,5,A McGuinness,8th,Neck,3,9-11,67,True,121,21
Leopardstown Racing Results | 6th June 2024 20:00,N/A,20:00,Good (Good To Firm In Places),1m,Gregorina (IRE),J A Powell,3,A McGuinness,7th,Short Head,3,8-8v,50,True,121,21
Leopardstown Racing Results | 6th June 2024 20:00,N/A,20:00,Good (Good To Firm In Places),1m,I Bid You Ajou (FR),C T Keane,0,M O'Callaghan,6th,1/2 l,3,9-12h,68,True,121,21
Leopardstown Racing Results | 6th June 2024 20:00,N/A,20:00,Good (Good To Firm In Places),1m,Blue Soul (IRE),G F Carroll,0,G M Lyons,5th,1/2 l,3,9-13,69,True,121,21
Leopardstown Racing Results | 6th June 2024 20:00,N/A,20:00,Good (Good To Firm In Places),1m,Zenato (IRE),W J Lee,0,H De Bromhead,4th,2 l,3,9-9,65,True,121,21
Leopardstown Racing Results | 6th June 2024 20:00,N/A,20:00,Good (Good To Firm In Places),1m,Nakasero (IRE),R P Whelan,0,M Halford & T Collins,3rd,3/4 l,3,9-2,58,True,121,21
Leopardstown Racing Results | 6th June 2024 20:00,N/A,20:00,Good (Good To Firm In Places),1m,Artful Approach (IRE),J J G Ryan,5,J Davison,2nd,Neck,3,9-13p1,69,True,121,21
Leopardstown Racing Results | 6th June 2024 20:00,N/A,20:00,Good (Good To Firm In Places),1m,Koniag (IRE),D P McDonogh,0,K P Cotter,1st,N/A,3,9-2,58,True,121,21
Leopardstown Racing Results | 6th June 2024 20:00,N/A,20:00,Good (Good To Firm In Places),1m,Flippity Flop (IRE),C D Hayes,0,L Comer,18th,12 l,3,8-7,49,True,121,21
Leopardstown Racing Results | 6th June 2024 20:00,N/A,20:00,Good (Good To Firm In Places),1m,The Man Above (IRE),L F Roche,0,J P Fahey,17th,7 l,3,8-9p1,51,True,121,21
Leopardstown Racing Results | 6th June 2024 20:00,N/A,20:00,Good (Good To Firm In Places),1m,Fine Print (IRE),D W O'Connor,0,J C McConnell,16th,1/2 l,3,9-3t,59,True,121,21
Leopardstown Racing Results | 6th June 2024 20:00,N/A,20:00,Good (Good To Firm In Places),1m,Kilbarry Jack (IRE),S Foley,0,A McGuinness,15th,1 1/2 l,3,9-5,61,True,121,21
Leopardstown Racing Results | 6th June 2024 20:00,N/A,20:00,Good (Good To Firm In Places),1m,Pomeriggio (IRE),D McMonagle,0,Peter Fahey,14th,3/4 l,3,10-0,70,True,121,21
Leopardstown Racing Results | 6th June 2024 20:00,N/A,20:00,Good (Good To Firm In Places),1m,Posh Maisie (IRE),B M Coen,0,J P Murtagh,13th,1/2 l,3,9-13t,69,True,121,21
Leopardstown Racing Results | 6th June 2024 20:00,N/A,20:00,Good (Good To Firm In Places),1m,Hoover Dam (IRE),S T McCullagh,3,L Comer,12th,3/4 l,3,9-10,66,True,121,21
Leopardstown Racing Results | 6th June 2024 20:00,N/A,20:00,Good (Good To Firm In Places),1m,Dark Blue Diamond (IRE),Siobhan Rutledge,3,J C McConnell,11th,2 l,3,9-1,57,True,121,21
Leopardstown Racing Results | 6th June 2024 20:00,N/A,20:00,Good (Good To Firm In Places),1m,Dream Ticket (FR),N M Crosse,0,W McCreery,10th,1 1/4 l,3,9-5,61,True,121,21
Leopardstown Racing Results | 6th June 2024 20:00,N/A,20:00,Good (Good To Firm In Places),1m,Sportingsilvermine (IRE),H J Horgan,5,D Hogan,9th,Neck,3,10-0,70,True,121,21
Leopardstown Racing Results | 6th June 2024 20:00,N/A,20:00,Good (Good To Firm In Places),1m,Galician Girl (IRE),Adam Caffrey,5,A McGuinness,8th,Neck,3,9-11,67,True,121,21
Leopardstown Racing Results | 6th June 2024 20:00,N/A,20:00,Good (Good To Firm In Places),1m,Gregorina (IRE),J A Powell,3,A McGuinness,7th,Short Head,3,8-8v,50,True,121,21
Leopardstown Racing Results | 6th June 2024 20:00,N/A,20:00,Good (Good To Firm In Places),1m,I Bid You Ajou (FR),C T Keane,0,M O'Callaghan,6th,1/2 l,3,9-12h,68,True,121,21
Leopardstown Racing Results | 6th June 2024 20:00,N/A,20:00,Good (Good To Firm In Places),1m,Blue Soul (IRE),G F Carroll,0,G M Lyons,5th,1/2 l,3,9-13,69,True,121,21
Leopardstown Racing Results | 6th June 2024 20:00,N/A,20:00,Good (Good To Firm In Places),1m,Zenato (IRE),W J Lee,0,H De Bromhead,4th,2 l,3,9-9,65,True,121,21
Leopardstown Racing Results | 6th June 2024 20:00,N/A,20:00,Good (Good To Firm In Places),1m,Nakasero (IRE),R P Whelan,0,M Halford & T Collins,3rd,3/4 l,3,9-2,58,True,121,21
Leopardstown Racing Results | 6th June 2024 20:00,N/A,20:00,Good (Good To Firm In Places),1m,Artful Approach (IRE),J J G Ryan,5,J Davison,2nd,Neck,3,9-13p1,69,True,121,21
Leopardstown Racing Results | 6th June 2024 20:00,N/A,20:00,Good (Good To Firm In Places),1m,Koniag (IRE),D P McDonogh,0,K P Cotter,1st,N/A,3,9-2,58,True,121,21
Fairyhouse Racing Results | 7th June 2024 16:35,N/A,16:35,Good,6f,Chillbilly (IRE),B M Coen,0,A Kinirons,11th,13 l,2,9-7,-,True,121,22
Fairyhouse Racing Results | 7th June 2024 16:35,N/A,16:35,Good,6f,Your Cheaten Heart (IRE),C D Hayes,0,L Comer,10th,4 3/4 l,2,9-2,-,True,121,22
Fairyhouse Racing Results | 7th June 2024 16:35,N/A,16:35,Good,6f,Moores Call (IRE),N M Crosse,0,Miss K Brown,9th,4 1/4 l,2,9-7,-,True,121,22
Fairyhouse Racing Results | 7th June 2024 16:35,N/A,16:35,Good,6f,Irish Ballet (IRE),W J Lee,0,H De Bromhead,8th,4 3/4 l,2,9-2,-,True,121,22
Fairyhouse Racing Results | 7th June 2024 16:35,N/A,16:35,Good,6f,Allenwood (IRE),W Joyce,5,J Davison,7th,Neck,2,9-2t,-,True,121,22
Fairyhouse Racing Results | 7th June 2024 16:35,N/A,16:35,Good,6f,Roaming Eyes (IRE),R C Colgan,0,S Lavery,6th,3 3/4 l,2,9-2h,-,True,121,22
Fairyhouse Racing Results | 7th June 2024 16:35,N/A,16:35,Good,6f,Turners Cross (IRE),S Foley,0,Mrs J Harrington,5th,3 l,2,9-7,-,True,121,22
Fairyhouse Racing Results | 7th June 2024 16:35,N/A,16:35,Good,6f,South Shore Island (IRE),C T Keane,0,M O'Callaghan,4th,2 1/2 l,2,9-7,-,True,121,22
Fairyhouse Racing Results | 7th June 2024 16:35,N/A,16:35,Good,6f,Peregrine Falcon (IRE),J A Heffernan,0,E Mullins,3rd,2 1/4 l,2,9-2,-,True,121,22
Fairyhouse Racing Results | 7th June 2024 16:35,N/A,16:35,Good,6f,Canto Della Terra (IRE),R P Whelan,0,A McGuinness,2nd,Head,2,9-2,-,True,121,22
Fairyhouse Racing Results | 7th June 2024 16:35,N/A,16:35,Good,6f,Easy Mover (IRE),W M Lordan,0,A P O'Brien,1st,N/A,2,9-2,-,True,121,22
Fairyhouse Racing Results | 7th June 2024 16:35,N/A,16:35,Good,6f,Chillbilly (IRE),B M Coen,0,A Kinirons,11th,13 l,2,9-7,-,True,121,22
Fairyhouse Racing Results | 7th June 2024 16:35,N/A,16:35,Good,6f,Your Cheaten Heart (IRE),C D Hayes,0,L Comer,10th,4 3/4 l,2,9-2,-,True,121,22
Fairyhouse Racing Results | 7th June 2024 16:35,N/A,16:35,Good,6f,Moores Call (IRE),N M Crosse,0,Miss K Brown,9th,4 1/4 l,2,9-7,-,True,121,22
Fairyhouse Racing Results | 7th June 2024 16:35,N/A,16:35,Good,6f,Irish Ballet (IRE),W J Lee,0,H De Bromhead,8th,4 3/4 l,2,9-2,-,True,121,22
Fairyhouse Racing Results | 7th June 2024 16:35,N/A,16:35,Good,6f,Allenwood (IRE),W Joyce,5,J Davison,7th,Neck,2,9-2t,-,True,121,22
Fairyhouse Racing Results | 7th June 2024 16:35,N/A,16:35,Good,6f,Roaming Eyes (IRE),R C Colgan,0,S Lavery,6th,3 3/4 l,2,9-2h,-,True,121,22
Fairyhouse Racing Results | 7th June 2024 16:35,N/A,16:35,Good,6f,Turners Cross (IRE),S Foley,0,Mrs J Harrington,5th,3 l,2,9-7,-,True,121,22
Fairyhouse Racing Results | 7th June 2024 16:35,N/A,16:35,Good,6f,South Shore Island (IRE),C T Keane,0,M O'Callaghan,4th,2 1/2 l,2,9-7,-,True,121,22
Fairyhouse Racing Results | 7th June 2024 16:35,N/A,16:35,Good,6f,Peregrine Falcon (IRE),J A Heffernan,0,E Mullins,3rd,2 1/4 l,2,9-2,-,True,121,22
Fairyhouse Racing Results | 7th June 2024 16:35,N/A,16:35,Good,6f,Canto Della Terra (IRE),R P Whelan,0,A McGuinness,2nd,Head,2,9-2,-,True,121,22
Fairyhouse Racing Results | 7th June 2024 16:35,N/A,16:35,Good,6f,Easy Mover (IRE),W M Lordan,0,A P O'Brien,1st,N/A,2,9-2,-,True,121,22
Fairyhouse Racing Results | 7th June 2024 17:10,N/A,17:10,Good,6f,Gift Of Life (IRE),G F Carroll,0,C Moore,7th,18 l,4,9-10b,-,True,121,23
Fairyhouse Racing Results | 7th June 2024 17:10,N/A,17:10,Good,6f,Call Henry,R Whearty,5,W Ross,6th,8 l,3,9-2,-,True,121,23
Fairyhouse Racing Results | 7th June 2024 17:10,N/A,17:10,Good,6f,Ragga Bomb (IRE),C T Keane,0,G M Lyons,5th,2 1/4 l,3,9-9,-,True,121,23
Fairyhouse Racing Results | 7th June 2024 17:10,N/A,17:10,Good,6f,Her Ladyship (IRE),C D Hayes,0,A McNamara,4th,2 l,3,9-0,-,True,121,23
Fairyhouse Racing Results | 7th June 2024 17:10,N/A,17:10,Good,6f,Warrior Brave,S Foley,0,R O'Sullivan,3rd,1/2 l,6,10-3b,-,True,121,23
Fairyhouse Racing Results | 7th June 2024 17:10,N/A,17:10,Good,6f,Dandyville (IRE),G M Ryan,0,M G Quinn,2nd,1/2 l,6,9-13,-,True,121,23
Fairyhouse Racing Results | 7th June 2024 17:10,N/A,17:10,Good,6f,Tango Flare (IRE),J A Heffernan,0,P T Foley,1st,N/A,5,9-13t,-,True,121,23
Fairyhouse Racing Results | 7th June 2024 17:10,N/A,17:10,Good,6f,Gift Of Life (IRE),G F Carroll,0,C Moore,7th,18 l,4,9-10b,-,True,121,23
Fairyhouse Racing Results | 7th June 2024 17:10,N/A,17:10,Good,6f,Call Henry,R Whearty,5,W Ross,6th,8 l,3,9-2,-,True,121,23
Fairyhouse Racing Results | 7th June 2024 17:10,N/A,17:10,Good,6f,Ragga Bomb (IRE),C T Keane,0,G M Lyons,5th,2 1/4 l,3,9-9,-,True,121,23
Fairyhouse Racing Results | 7th June 2024 17:10,N/A,17:10,Good,6f,Her Ladyship (IRE),C D Hayes,0,A McNamara,4th,2 l,3,9-0,-,True,121,23
Fairyhouse Racing Results | 7th June 2024 17:10,N/A,17:10,Good,6f,Warrior Brave,S Foley,0,R O'Sullivan,3rd,1/2 l,6,10-3b,-,True,121,23
Fairyhouse Racing Results | 7th June 2024 17:10,N/A,17:10,Good,6f,Dandyville (IRE),G M Ryan,0,M G Quinn,2nd,1/2 l,6,9-13,-,True,121,23
Fairyhouse Racing Results | 7th June 2024 17:10,N/A,17:10,Good,6f,Tango Flare (IRE),J A Heffernan,0,P T Foley,1st,N/A,5,9-13t,-,True,121,23
Fairyhouse Racing Results | 7th June 2024 17:40,N/A,17:40,Good,7f,Amanirenas (IRE),D E Sheehy,0,M C Grassick,8th,10 l,5,8-7p,71,True,121,24
Fairyhouse Racing Results | 7th June 2024 17:40,N/A,17:40,Good,7f,Hightimeyouwon,C J MacRedmond,5,A McGuinness,7th,2 1/4 l,8,10-0v,92,True,121,24
Fairyhouse Racing Results | 7th June 2024 17:40,N/A,17:40,Good,7f,Desert Haven,R Whearty,5,N Meade,6th,5 1/2 l,4,9-5,83,True,121,24
Fairyhouse Racing Results | 7th June 2024 17:40,N/A,17:40,Good,7f,Grey Leader (IRE),G F Carroll,0,J G Murphy,5th,Head,4,9-51,83,True,121,24
Fairyhouse Racing Results | 7th June 2024 17:40,N/A,17:40,Good,7f,Tough Talk (IRE),C T Keane,0,G M Lyons,4th,4 1/4 l,4,9-7t,85,True,121,24
Fairyhouse Racing Results | 7th June 2024 17:40,N/A,17:40,Good,7f,Lexington Dash (FR),Siobhan Rutledge,3,J C McConnell,3rd,2 l,7,9-6t,84,True,121,24
Fairyhouse Racing Results | 7th June 2024 17:40,N/A,17:40,Good,7f,Verhoyen,W J Lee,0,M C Grassick,2nd,1 1/4 l,9,9-3b,81,True,121,24
Fairyhouse Racing Results | 7th June 2024 17:40,N/A,17:40,Good,7f,Current Option (IRE),Adam Caffrey,5,A McGuinness,1st,N/A,8,9-4h,82,True,121,24
Fairyhouse Racing Results | 7th June 2024 17:40,N/A,17:40,Good,7f,Amanirenas (IRE),D E Sheehy,0,M C Grassick,8th,10 l,5,8-7p,71,True,121,24
Fairyhouse Racing Results | 7th June 2024 17:40,N/A,17:40,Good,7f,Hightimeyouwon,C J MacRedmond,5,A McGuinness,7th,2 1/4 l,8,10-0v,92,True,121,24
Fairyhouse Racing Results | 7th June 2024 17:40,N/A,17:40,Good,7f,Desert Haven,R Whearty,5,N Meade,6th,5 1/2 l,4,9-5,83,True,121,24
Fairyhouse Racing Results | 7th June 2024 17:40,N/A,17:40,Good,7f,Grey Leader (IRE),G F Carroll,0,J G Murphy,5th,Head,4,9-51,83,True,121,24
Fairyhouse Racing Results | 7th June 2024 17:40,N/A,17:40,Good,7f,Tough Talk (IRE),C T Keane,0,G M Lyons,4th,4 1/4 l,4,9-7t,85,True,121,24
Fairyhouse Racing Results | 7th June 2024 17:40,N/A,17:40,Good,7f,Lexington Dash (FR),Siobhan Rutledge,3,J C McConnell,3rd,2 l,7,9-6t,84,True,121,24
Fairyhouse Racing Results | 7th June 2024 17:40,N/A,17:40,Good,7f,Verhoyen,W J Lee,0,M C Grassick,2nd,1 1/4 l,9,9-3b,81,True,121,24
Fairyhouse Racing Results | 7th June 2024 17:40,N/A,17:40,Good,7f,Current Option (IRE),Adam Caffrey,5,A McGuinness,1st,N/A,8,9-4h,82,True,121,24
Fairyhouse Racing Results | 7th June 2024 18:10,N/A,18:10,Good,7f,Fairy Wings (IRE),Jessica Maye,10,W McCreery,NR,N/A,3,9-3,-,True,121,25
Fairyhouse Racing Results | 7th June 2024 18:10,N/A,18:10,Good,7f,Galen,D McMonagle,0,J P O'Brien,NR,N/A,3,9-8,-,True,121,25
Fairyhouse Racing Results | 7th June 2024 18:10,N/A,18:10,Good,7f,Pass The Sugar (IRE),K J Leonard,0,J F O'Shea,15th,4 1/2 l,3,9-3,-,True,121,25
Fairyhouse Racing Results | 7th June 2024 18:10,N/A,18:10,Good,7f,Pocket Paralysis (IRE),C D Maxwell,0,D A McLoughlin,14th,18 l,3,9-3,-,True,121,25
Fairyhouse Racing Results | 7th June 2024 18:10,N/A,18:10,Good,7f,Boxing Star (IRE),S T McCullagh,3,L Comer,13th,Head,3,9-8,-,True,121,25
Fairyhouse Racing Results | 7th June 2024 18:10,N/A,18:10,Good,7f,Royal Dynamite (IRE),W J Lee,0,C Timmons,12th,6 l,3,9-8,-,True,121,25
Fairyhouse Racing Results | 7th June 2024 18:10,N/A,18:10,Good,7f,Stella Acclamata (IRE),R Whearty,5,K H Clarke,11th,Neck,4,9-13,-,True,121,25
Fairyhouse Racing Results | 7th June 2024 18:10,N/A,18:10,Good,7f,Keave (IRE),G M Ryan,0,Daniel Murphy,10th,1 1/4 l,3,9-3,-,True,121,25
Fairyhouse Racing Results | 7th June 2024 18:10,N/A,18:10,Good,7f,Invincible Keen (IRE),R P Whelan,0,M Halford & T Collins,9th,1 1/4 l,3,9-8p1,-,True,121,25
Fairyhouse Racing Results | 7th June 2024 18:10,N/A,18:10,Good,7f,Eastern Capital (IRE),C T Keane,0,G M Lyons,8th,3/4 l,3,9-8,-,True,121,25
Fairyhouse Racing Results | 7th June 2024 18:10,N/A,18:10,Good,7f,Thrifty Of Digby (IRE),S Foley,0,Mrs J Harrington,7th,Nose,3,9-3,-,True,121,25
Fairyhouse Racing Results | 7th June 2024 18:10,N/A,18:10,Good,7f,An Mhi Abu (IRE),G F Carroll,0,G P Cromwell,6th,1 1/4 l,3,9-8,-,True,121,25
Fairyhouse Racing Results | 7th June 2024 18:10,N/A,18:10,Good,7f,Labhaoise (IRE),W M Lordan,0,N Lupini,5th,3/4 l,3,9-3,-,True,121,25
Fairyhouse Racing Results | 7th June 2024 18:10,N/A,18:10,Good,7f,Help Me Rhonda (IRE),J A Heffernan,0,J A Stack,4th,3 3/4 l,3,9-3,-,True,121,25
Fairyhouse Racing Results | 7th June 2024 18:10,N/A,18:10,Good,7f,De Janeiro (IRE),C D Hayes,0,D K Weld,3rd,3 l,3,9-3,-,True,121,25
Fairyhouse Racing Results | 7th June 2024 18:10,N/A,18:10,Good,7f,Shamsuddin (IRE),B M Coen,0,J P Murtagh,2nd,4 1/4 l,3,9-8,-,True,121,25
Fairyhouse Racing Results | 7th June 2024 18:10,N/A,18:10,Good,7f,Kortez Bay (IRE),R C Colgan,0,S Lavery,1st,N/A,3,9-8,-,True,121,25
Fairyhouse Racing Results | 7th June 2024 18:10,N/A,18:10,Good,7f,Fairy Wings (IRE),Jessica Maye,10,W McCreery,NR,N/A,3,9-3,-,True,121,25
Fairyhouse Racing Results | 7th June 2024 18:10,N/A,18:10,Good,7f,Galen,D McMonagle,0,J P O'Brien,NR,N/A,3,9-8,-,True,121,25
Fairyhouse Racing Results | 7th June 2024 18:10,N/A,18:10,Good,7f,Pass The Sugar (IRE),K J Leonard,0,J F O'Shea,15th,4 1/2 l,3,9-3,-,True,121,25
Fairyhouse Racing Results | 7th June 2024 18:10,N/A,18:10,Good,7f,Pocket Paralysis (IRE),C D Maxwell,0,D A McLoughlin,14th,18 l,3,9-3,-,True,121,25
Fairyhouse Racing Results | 7th June 2024 18:10,N/A,18:10,Good,7f,Boxing Star (IRE),S T McCullagh,3,L Comer,13th,Head,3,9-8,-,True,121,25
Fairyhouse Racing Results | 7th June 2024 18:10,N/A,18:10,Good,7f,Royal Dynamite (IRE),W J Lee,0,C Timmons,12th,6 l,3,9-8,-,True,121,25
Fairyhouse Racing Results | 7th June 2024 18:10,N/A,18:10,Good,7f,Stella Acclamata (IRE),R Whearty,5,K H Clarke,11th,Neck,4,9-13,-,True,121,25
Fairyhouse Racing Results | 7th June 2024 18:10,N/A,18:10,Good,7f,Keave (IRE),G M Ryan,0,Daniel Murphy,10th,1 1/4 l,3,9-3,-,True,121,25
Fairyhouse Racing Results | 7th June 2024 18:10,N/A,18:10,Good,7f,Invincible Keen (IRE),R P Whelan,0,M Halford & T Collins,9th,1 1/4 l,3,9-8p1,-,True,121,25
Fairyhouse Racing Results | 7th June 2024 18:10,N/A,18:10,Good,7f,Eastern Capital (IRE),C T Keane,0,G M Lyons,8th,3/4 l,3,9-8,-,True,121,25
Fairyhouse Racing Results | 7th June 2024 18:10,N/A,18:10,Good,7f,Thrifty Of Digby (IRE),S Foley,0,Mrs J Harrington,7th,Nose,3,9-3,-,True,121,25
Fairyhouse Racing Results | 7th June 2024 18:10,N/A,18:10,Good,7f,An Mhi Abu (IRE),G F Carroll,0,G P Cromwell,6th,1 1/4 l,3,9-8,-,True,121,25
Fairyhouse Racing Results | 7th June 2024 18:10,N/A,18:10,Good,7f,Labhaoise (IRE),W M Lordan,0,N Lupini,5th,3/4 l,3,9-3,-,True,121,25
Fairyhouse Racing Results | 7th June 2024 18:10,N/A,18:10,Good,7f,Help Me Rhonda (IRE),J A Heffernan,0,J A Stack,4th,3 3/4 l,3,9-3,-,True,121,25
Fairyhouse Racing Results | 7th June 2024 18:10,N/A,18:10,Good,7f,De Janeiro (IRE),C D Hayes,0,D K Weld,3rd,3 l,3,9-3,-,True,121,25
Fairyhouse Racing Results | 7th June 2024 18:10,N/A,18:10,Good,7f,Shamsuddin (IRE),B M Coen,0,J P Murtagh,2nd,4 1/4 l,3,9-8,-,True,121,25
Fairyhouse Racing Results | 7th June 2024 18:10,N/A,18:10,Good,7f,Kortez Bay (IRE),R C Colgan,0,S Lavery,1st,N/A,3,9-8,-,True,121,25
Fairyhouse Racing Results | 7th June 2024 18:40,N/A,18:40,Good,1m 4f,Ozark Daze,W J Lee,0,A Oliver,NR,N/A,3,9-8,-,True,121,26
Fairyhouse Racing Results | 7th June 2024 18:40,N/A,18:40,Good,1m 4f,Young Churchill (IRE),C T Keane,0,N Meade,6th,5 l,3,9-8,-,True,121,26
Fairyhouse Racing Results | 7th June 2024 18:40,N/A,18:40,Good,1m 4f,Galway Man (IRE),N M Crosse,0,L Comer,5th,4 1/2 l,3,9-8,-,True,121,26
Fairyhouse Racing Results | 7th June 2024 18:40,N/A,18:40,Good,1m 4f,Oklahoma City (IRE),W M Lordan,0,A P O'Brien,4th,1/2 l,3,9-8,-,True,121,26
Fairyhouse Racing Results | 7th June 2024 18:40,N/A,18:40,Good,1m 4f,The Ginger Wizard (IRE),D McMonagle,0,J P O'Brien,3rd,5 1/2 l,3,9-8t1,-,True,121,26
Fairyhouse Racing Results | 7th June 2024 18:40,N/A,18:40,Good,1m 4f,Teofimo (IRE),R P Cleary,0,J S Bolger,2nd,Head,3,9-8t1,-,True,121,26
Fairyhouse Racing Results | 7th June 2024 18:40,N/A,18:40,Good,1m 4f,Highland Bling (IRE),S Foley,0,Mrs J Harrington,1st,N/A,3,9-8p1,-,True,121,26
Fairyhouse Racing Results | 7th June 2024 18:40,N/A,18:40,Good,1m 4f,Ozark Daze,W J Lee,0,A Oliver,NR,N/A,3,9-8,-,True,121,26
Fairyhouse Racing Results | 7th June 2024 18:40,N/A,18:40,Good,1m 4f,Young Churchill (IRE),C T Keane,0,N Meade,6th,5 l,3,9-8,-,True,121,26
Fairyhouse Racing Results | 7th June 2024 18:40,N/A,18:40,Good,1m 4f,Galway Man (IRE),N M Crosse,0,L Comer,5th,4 1/2 l,3,9-8,-,True,121,26
Fairyhouse Racing Results | 7th June 2024 18:40,N/A,18:40,Good,1m 4f,Oklahoma City (IRE),W M Lordan,0,A P O'Brien,4th,1/2 l,3,9-8,-,True,121,26
